#	symbol	entrez	ensembl
PLEKHM1	9842	ENSG00000276358
ZNF280A	129025	ENSG00000275499
TSEN34	79042	ENSG00000274796
TLCD2	727910	ENSG00000275246
NAP1L4	4676	ENSG00000273562
PRAME	23532	ENSG00000275013
WDR81	124997	ENSG00000276021
TRIM39	56658	ENSG00000226437
MYOM2	9172	ENSG00000274137
NLRP7	199713	ENSG00000274571
MAPT	4137	ENSG00000276155
SMIM10L1	100129361	ENSG00000262986
TAS2R10	50839	ENSG00000272805
RPP21	79897	ENSG00000239927
RPP21	202658	ENSG00000239927
LY6G5C	80741	ENSG00000231325
KIR2DS2	100132285	ENSG00000278300
CRHR1	1394	ENSG00000276191
CRHR1	104909134	ENSG00000276191
LLCFC1	135927	ENSG00000275821
TFPT	29844	ENSG00000276323
TRIM10	10107	ENSG00000137394
NAPEPLD	222236	ENSG00000275723
NDUFA3	4696	ENSG00000276220
RDH13	112724	ENSG00000276826
HSPA1A	3303	ENSG00000237724
HEL-S-103	3303	ENSG00000237724
LILRB5	10990	ENSG00000273991
MBOAT7	79143	ENSG00000278322
TRPV6	55503	ENSG00000276971
HSPA1L	3305	ENSG00000236251
GPSM3	63940	ENSG00000233490
NLRP2	55655	ENSG00000275796
SCGB1C2	653486	ENSG00000277730
C22orf15	150248	ENSG00000273579
OR2J1	442185	ENSG00000206523
OR2I1P	442197	ENSG00000231973
HLA-B	3106	ENSG00000206450
KRT31	3881	ENSG00000262993
RXRB	6257	ENSG00000231321
RPH3AL	9501	ENSG00000262334
CABIN1	23523	ENSG00000281670
SMARCB1	6598	ENSG00000275837
AZU1	566	ENSG00000278624
SLC43A2	124935	ENSG00000278550
KRT33A	3883	ENSG00000261986
LST1	7940	ENSG00000230791
OR2I1P	442197	ENSG00000229467
OR2W1	26692	ENSG00000234101
LSM2	57819	ENSG00000236826
KRT37	8688	ENSG00000263022
PRTN3	5657	ENSG00000277804
KRTAP16-1	100505753	ENSG00000263186
KRT34	3885	ENSG00000262045
CNOT3	4849	ENSG00000274176
KRTAP17-1	83902	ENSG00000263341
PRSS2	5645	ENSG00000282049
TRY8	5645	ENSG00000282049
LILRB1	10859	ENSG00000276452
KRT33B	3884	ENSG00000263012
ZNF452	114821	ENSG00000248496
ZBED9	114821	ENSG00000248496
KIR3DL3	115653	ENSG00000274511
CCL4L2	9560	ENSG00000282604
CCL4L1	9560	ENSG00000282604
OR12D2	26529	ENSG00000235966
OR5V1	81696	ENSG00000233046
PLPPR3	79948	ENSG00000282283
PRSS1	5644	ENSG00000274247
PRPF31	26121	ENSG00000275885
PRRT1	80863	ENSG00000229071
PRRT1	100507547	ENSG00000229071
LOC100653049	100653049	ENSG00000262748
ATP6V1G3	127124	ENSG00000263014
MED16	10025	ENSG00000282092
CLIC1	1192	ENSG00000226651
LENG8	114823	ENSG00000274305
TJP1	7082	ENSG00000277401
LENG1	79165	ENSG00000276774
TBC1D3I	102724862	ENSG00000275861
KBTBD11-OT1	104266957	ENSG00000282334
PTPRC	5788	ENSG00000262418
TARM1	441864	ENSG00000275384
LILRA4	23547	ENSG00000274185
RPS9	6203	ENSG00000274626
MIF	4282	ENSG00000276701
KBTBD11	9920	ENSG00000273645
OR6V1	346517	ENSG00000277378
MRPS18B	28973	ENSG00000227420
DOC2B	8447	ENSG00000272670
MGAM2	93432	ENSG00000278563
HLA-DOB	3112	ENSG00000243612
TMC4	147798	ENSG00000276260
ARHGEF10	9639	ENSG00000274726
PLEKHM1	9842	ENSG00000277111
DERL3	91319	ENSG00000274437
ELANE	1991	ENSG00000277571
CNOT3	4849	ENSG00000274616
LAIR1	3903	ENSG00000278154
MRPS18B	28973	ENSG00000229861
RILP	83547	ENSG00000274145
CFD	1675	ENSG00000274619
OR2H2	7932	ENSG00000224319
RPP21	79897	ENSG00000241863
RPP21	202658	ENSG00000241863
HLA-DRB3	3125	ENSG00000230463
OR9A2	135924	ENSG00000273914
ARHGAP27	201176	ENSG00000276836
PSMB9	5698	ENSG00000243958
SLC2A11	66035	ENSG00000275744
EPHB6	2051	ENSG00000275482
CDKN1C	1028	ENSG00000273707
LENG1	79165	ENSG00000278516
LAIR1	3903	ENSG00000274110
CCL3L1	6349	ENSG00000277796
CCL3L1	414062	ENSG00000277796
OR12D3	81797	ENSG00000204692
OR2J2	26707	ENSG00000196231
OR2B3	442184	ENSG00000233687
SLC22A18	5002	ENSG00000276130
MICB	4277	ENSG00000238289
TSBP1	10665	ENSG00000206245
MUC20	200958	ENSG00000275501
ARL17A	51326	ENSG00000276276
ARL17B	51326	ENSG00000276276
ARL17A	100506084	ENSG00000276276
ARL17B	100506084	ENSG00000276276
ARL17A	100996709	ENSG00000276276
ARL17B	100996709	ENSG00000276276
PRPF8	10594	ENSG00000274442
GP6	51206	ENSG00000277439
CCL18	6362	ENSG00000278006
ATAT1	79969	ENSG00000234549
SPR1	170680	ENSG00000224544
PSORS1C2	170680	ENSG00000224544
SALL3	27164	ENSG00000277015
CCL4L1	9560	ENSG00000275313
CCL4L2	9560	ENSG00000275313
CCL4L1	388372	ENSG00000275313
CCL4L2	388372	ENSG00000275313
GOLGA8J	653073	ENSG00000278119
TRIM39	56658	ENSG00000224994
TCF19	6941	ENSG00000224472
GREM1	26585	ENSG00000276886
ATP9B	374868	ENSG00000282266
CDK7	1022	ENSG00000277273
NCR3	259197	ENSG00000236315
CES5A	221223	ENSG00000261972
HEL126	221223	ENSG00000261972
OR14J1	442191	ENSG00000112459
FAN1	22909	ENSG00000276787
BTNL2	56244	ENSG00000225845
TBC1D3B	414059	ENSG00000278632
TBC1D3B	101060321	ENSG00000278632
MAPT	4137	ENSG00000277956
NLRP2	55655	ENSG00000273992
SAPCD1	401251	ENSG00000234951
SCG5	6447	ENSG00000277614
SGNE1	6447	ENSG00000277614
PPP1R11	6992	ENSG00000237403
BRD2	6046	ENSG00000234704
MTMR10	54893	ENSG00000277086
AGPAT1	10554	ENSG00000236873
KLF13	51621	ENSG00000275746
MGAM	8972	ENSG00000282607
HEL-S-277	23564	ENSG00000226634
DDAH2	23564	ENSG00000226634
GSDMD	79792	ENSG00000278718
OR2I1P	442197	ENSG00000232049
OR12D2	26529	ENSG00000204690
HLA-DRB4	3126	ENSG00000231021
KANSL1	284058	ENSG00000275867
CCL3	6348	ENSG00000278567
PRSS58	136541	ENSG00000276785
NCF4	4689	ENSG00000275990
CCL3L1	6349	ENSG00000277768
CCL3L1	414062	ENSG00000277768
POLR1H	30834	ENSG00000236808
ZNRD1	30834	ENSG00000236808
MARCHF8	220972	ENSG00000278545
MARCH8	220972	ENSG00000278545
CCL4	6351	ENSG00000277943
ZFP57	346171	ENSG00000223852
OR13A1	79290	ENSG00000277495
ALOX5	240	ENSG00000275565
LILRA6	79168	ENSG00000277177
SERPINF2	5345	ENSG00000276838
GTF2H2	2966	ENSG00000275045
GTF2H2	728340	ENSG00000275045
PVALB	5816	ENSG00000274665
OR12D3	81797	ENSG00000242022
GNL1	2794	ENSG00000229470
KEL	3792	ENSG00000276615
CDC42EP5	148170	ENSG00000273622
TAP1	6890	ENSG00000232367
NCR1	9437	ENSG00000273535
CES1	1066	ENSG00000262243
LRRC37A	9884	ENSG00000278742
ZC3H3	23144	ENSG00000282684
PYCR3	65263	ENSG00000276657
PPP1R11	6992	ENSG00000233314
TRIM26	7726	ENSG00000231002
KIR3DL3	115653	ENSG00000276196
VWA7	80737	ENSG00000223757
MRPS18B	28973	ENSG00000233813
LRRC37A3	374819	ENSG00000275621
EGFL8	80864	ENSG00000242038
TAMM41	132001	ENSG00000279643
HLA-DRB4	3126	ENSG00000227357
EEF1D	1936	ENSG00000273594
KIR3DL1	3811	ENSG00000274036
TNXB	7148	ENSG00000229341
MUC20	200958	ENSG00000276583
OR2H1	26716	ENSG00000206471
TRIM15	89870	ENSG00000235259
DDT	1652	ENSG00000275003
DDT	100037417	ENSG00000275003
PATL2	197135	ENSG00000282077
TRIM69	140691	ENSG00000278211
LOC107984156	107984156	ENSG00000275949
OR2J3	442186	ENSG00000233618
LTA	4049	ENSG00000230279
DDR1	780	ENSG00000223680
KIF5C	3800	ENSG00000276734
KANSL1	284058	ENSG00000278458
NRM	11270	ENSG00000236843
MICB	4277	ENSG00000234218
RPP21	79897	ENSG00000241779
RPP21	202658	ENSG00000241779
POMZP3	22932	ENSG00000276464
OR2J2	26707	ENSG00000226347
GSTT1	2952	ENSG00000277656
MUC4	4585	ENSG00000277585
KIR2DL3	3804	ENSG00000277924
TNXB	7148	ENSG00000236221
SPPL2C	162540	ENSG00000278194
LILRA1	11024	ENSG00000277398
TC2N	123036	ENSG00000276776
ARL17A	51326	ENSG00000275748
ARL17B	51326	ENSG00000275748
ARL17A	100506084	ENSG00000275748
ARL17B	100506084	ENSG00000275748
ARL17A	100996709	ENSG00000275748
ARL17B	100996709	ENSG00000275748
TRARG1	286753	ENSG00000280938
NXN	64359	ENSG00000280563
PPT2	9374	ENSG00000168452
POLR1H	30834	ENSG00000233795
ZNRD1	30834	ENSG00000233795
YWHAE	7531	ENSG00000274474
HEL2	7531	ENSG00000274474
GNL1	2794	ENSG00000235986
UPK3B	105375355	ENSG00000276184
GSTT2	2953	ENSG00000277897
LILRA3	11026	ENSG00000278046
PPP2R3B	28227	ENSG00000276438
LILRA6	79168	ENSG00000274148
SPDYE16	102723555	ENSG00000281950
ABR	29	ENSG00000278741
NLRP7	199713	ENSG00000278173
B2M	567	ENSG00000273686
CHCHD10	400916	ENSG00000273607
LILRA5	353514	ENSG00000275404
ABHD16A	7920	ENSG00000231488
DTX2	113878	ENSG00000282379
NSF	4905	ENSG00000278174
HSPA1L	3305	ENSG00000226704
LRRC37A2	474170	ENSG00000277221
GSTT4	25774	ENSG00000281748
PRRT1	80863	ENSG00000238056
PRRT1	100507547	ENSG00000238056
DDTL	100037417	ENSG00000275758
DDT2	100037417	ENSG00000275758
MMP11	4320	ENSG00000275365
MDC1	9656	ENSG00000224587
MCCD1	401250	ENSG00000225228
FLOT1	10211	ENSG00000223654
LILRB5	10990	ENSG00000274311
ZNF251	90987	ENSG00000278062
MAP3K14	9020	ENSG00000282637
OR10C1	442194	ENSG00000230505
HLA-DQB2	3120	ENSG00000230675
EGFL8	80864	ENSG00000239974
CATSPERB	79820	ENSG00000274338
OR2J3	442186	ENSG00000230855
GSTT2B	653689	ENSG00000278695
GSTT2	653689	ENSG00000278695
APOL5	80831	ENSG00000277390
HLA-A	3105	ENSG00000227715
PPP1R18	170954	ENSG00000230341
PPP1R18	107987457	ENSG00000230341
LAIR2	3904	ENSG00000275819
RBFOX2	23543	ENSG00000277564
TCF19	6941	ENSG00000206455
PPP2R3B	28227	ENSG00000273850
MCCC2	64087	ENSG00000275300
NEU1	4758	ENSG00000228691
OR11A1	26531	ENSG00000230780
STH	246744	ENSG00000281139
PPT2	9374	ENSG00000206256
HLA-DMB	3109	ENSG00000242386
CRHR1	1394	ENSG00000278232
LINC02210-CRHR1	1394	ENSG00000278232
CRHR1	104909134	ENSG00000278232
LINC02210-CRHR1	104909134	ENSG00000278232
LSM2	57819	ENSG00000172850
LENG9	94059	ENSG00000274495
TBX22	50945	ENSG00000277800
NLRP2	55655	ENSG00000277060
OR10C1	442194	ENSG00000235441
HLA-DQB2	3120	ENSG00000226165
GTF2H2	730394	ENSG00000274675
GTF2H2C	730394	ENSG00000274675
OR4M2B	118568804	ENSG00000278776
ERMARD	55780	ENSG00000276187
RNF39	80352	ENSG00000230332
HCGV	80352	ENSG00000230332
SAPCD1	401251	ENSG00000227861
C2	717	ENSG00000206372
POTEB3	102724631	ENSG00000278699
TAP1	6890	ENSG00000227816
ADAM2	2515	ENSG00000276286
PFDN6	10471	ENSG00000235692
SPACA7	122258	ENSG00000275865
PSORS1C1	170679	ENSG00000233439
FRG2	448831	ENSG00000274972
TRIM27	5987	ENSG00000229006
KIR2DL2	3803	ENSG00000275960
CEP72	55722	ENSG00000280688
TUBGCP3	10426	ENSG00000282003
KIR3DL3	115653	ENSG00000278729
TCF19	6941	ENSG00000224941
SLC9A3	6550	ENSG00000281861
GPI	2821	ENSG00000282019
NEU1	4758	ENSG00000234343
HLA-DMA	3108	ENSG00000239463
DMA	3108	ENSG00000239463
LAIR2	3904	ENSG00000277335
FRG1	2483	ENSG00000275145
FAT10	10537	ENSG00000226898
UBD	10537	ENSG00000226898
LTB	4050	ENSG00000231314
MOG	4340	ENSG00000230885
LILRB4	11006	ENSG00000276042
RDH13	112724	ENSG00000276684
BTNL2	56244	ENSG00000226127
VARS1	7407	ENSG00000224264
VARS	7407	ENSG00000224264
VARS1	7407	ENSG00000231116
VARS	7407	ENSG00000231116
LTB	4050	ENSG00000204487
CUTA	51596	ENSG00000226492
C2	717	ENSG00000231543
GAL3ST2	64090	ENSG00000276126
NEU4	129807	ENSG00000277926
DLGAP2	9228	ENSG00000282318
ATP9B	374868	ENSG00000274273
SALL3	27164	ENSG00000263310
CLN8	2055	ENSG00000278220
BAG6	7917	ENSG00000229524
FCAR	2204	ENSG00000274580
WNT3	7473	ENSG00000277626
LILRB4	11006	ENSG00000278279
KIR3DL2	3812	ENSG00000275566
GARRE1	9710	ENSG00000282735
DYNLT2	6991	ENSG00000275368
TIMM22	29928	ENSG00000277649
MARVELD2	153562	ENSG00000274671
RNF5	6048	ENSG00000223767
EHMT2	10919	ENSG00000238134
NDUFA3	4696	ENSG00000277722
FAM240C	285095	ENSG00000281553
TRIM31	11074	ENSG00000224168
RTP5	285093	ENSG00000277949
CNOT3	4849	ENSG00000277615
LSM2	57819	ENSG00000224979
PDCD1	5133	ENSG00000276977
C6orf15	29113	ENSG00000206461
GRK1	6011	ENSG00000281988
BDP1	55814	ENSG00000273873
APOM	55937	ENSG00000206409
IGHV4-38-2	102723407	ENSG00000275063
TMEM255B	348013	ENSG00000282107
TMC4	147798	ENSG00000274384
OR2H1	26716	ENSG00000229125
ADAM9	8754	ENSG00000282230
LENG1	79165	ENSG00000278257
HSPA1A	3303	ENSG00000235941
HEL-S-103	3303	ENSG00000235941
TSEN34	79042	ENSG00000278605
TFPT	29844	ENSG00000276022
EGFL8	80864	ENSG00000240389
TRIM10	10107	ENSG00000229346
HSPA1L	3305	ENSG00000206383
TRIM27	5987	ENSG00000215641
LPCAT1	79888	ENSG00000275079
ADAM32	203102	ENSG00000275594
LILRB3	11025	ENSG00000274587
LILRB3	102725035	ENSG00000274587
LILRB3	107987425	ENSG00000274587
LILRB3	107987462	ENSG00000274587
BAAT	570	ENSG00000276559
TAF4	6874	ENSG00000280529
KIR2DL4	3805	ENSG00000274609
PLPPR1	54886	ENSG00000276539
RP11-35N6.1	54886	ENSG00000276539
G6F-LY6G6D	110599563	ENSG00000259101
CDH4	1002	ENSG00000280641
HLA-G	3135	ENSG00000235680
HLA-G3	3135	ENSG00000235680
RDH13	112724	ENSG00000278284
SAPCD1	401251	ENSG00000237918
TUBB	203068	ENSG00000224156
B3GALT4	8705	ENSG00000235155
NLRP7	199713	ENSG00000275483
OR2J2	26707	ENSG00000226000
SNHG32	50854	ENSG00000229300
DHX16	8449	ENSG00000226171
CLPTM1L	81037	ENSG00000274811
NCR3	259197	ENSG00000206430
GLIS2	84662	ENSG00000274636
TSBP1	10665	ENSG00000236672
MBOAT7	79143	ENSG00000273592
HLA-DMB	3109	ENSG00000242092
OCLN	100506658	ENSG00000273814
VASN	114990	ENSG00000274334
DHX16	8449	ENSG00000233049
MAPK15	225689	ENSG00000274205
CORO7-PAM16	100529144	ENSG00000278760
LY6L	101928108	ENSG00000282693
LY6H	4062	ENSG00000274488
SERF1A	8293	ENSG00000278839
SERF1B	8293	ENSG00000278839
SERF1A	728492	ENSG00000278839
SERF1B	728492	ENSG00000278839
TRIM39	56658	ENSG00000206495
TRIM40	135644	ENSG00000224496
NPIPA5	100288332	ENSG00000282705
VSTM1	284415	ENSG00000275962
NLRP2	55655	ENSG00000278682
NOMO1	23420	ENSG00000274779
PTPRK	5796	ENSG00000273993
TAS2R20	259295	ENSG00000282612
GNL1	2794	ENSG00000206412
TMC4	147798	ENSG00000278363
FAM83H	286077	ENSG00000273889
SMIM10L1	100129361	ENSG00000281930
TAS2R30	259293	ENSG00000274699
PRB1	5542	ENSG00000282673
PRB1	653247	ENSG00000282673
GFUS	7264	ENSG00000278243
NMRAL1	57407	ENSG00000274684
HSCARG	57407	ENSG00000274684
TAS2R50	259296	ENSG00000276167
TAS2R19	259294	ENSG00000278307
PRB3	5544	ENSG00000275624
CCDC125	202243	ENSG00000277868
TSEN34	79042	ENSG00000278712
MSH5	4439	ENSG00000230293
MSH5-SAPCD1	4439	ENSG00000230293
SLC6A3	6531	ENSG00000276996
LY6E	4061	ENSG00000278032
KIR3DL1	3811	ENSG00000275545
TAS2R42	353164	ENSG00000273505
PSMB8	5696	ENSG00000230669
PSM8	5696	ENSG00000230669
ADAM18	8749	ENSG00000278548
TAS2R9	50835	ENSG00000273713
LY6G5B	58496	ENSG00000240433
CCL23	6368	ENSG00000276114
BRD2	6046	ENSG00000235307
MBOAT7	79143	ENSG00000274194
HLA-DRB1	3123	ENSG00000229074
HLA-DPA1	3113	ENSG00000228163
TAS2R7	50837	ENSG00000274327
PRR4	5554	ENSG00000282269
PRR4	11272	ENSG00000282269
RPS9	6203	ENSG00000277079
LAIR1	3903	ENSG00000276053
TARM1	441864	ENSG00000273875
TBC1D3G	101060321	ENSG00000275760
BAG6	7917	ENSG00000228760
TAS2R31	259290	ENSG00000282256
TAS2R8	50836	ENSG00000277316
TAS2R13	50838	ENSG00000277254
AK6	102157402	ENSG00000279247
PRB4	5545	ENSG00000274839
TAS2R43	259289	ENSG00000282537
TAS2R43	259291	ENSG00000282537
PUF60	22827	ENSG00000274081
HMOX2	3163	ENSG00000277424
PRH1	5554	ENSG00000277823
PRR4	5554	ENSG00000277823
MSH5	4439	ENSG00000233345
MSH5-SAPCD1	4439	ENSG00000233345
TNXB	7148	ENSG00000229353
HEL-S-277	23564	ENSG00000225635
DDAH2	23564	ENSG00000225635
TAS2R10	50839	ENSG00000277238
TAS2R14	50840	ENSG00000276541
TAS2R14	106707243	ENSG00000276541
OSCAR	126014	ENSG00000278378
TAS2R46	259292	ENSG00000278111
SMN1	6606	ENSG00000277773
SMN2	6606	ENSG00000277773
SMN1	6607	ENSG00000277773
SMN2	6607	ENSG00000277773
CCL16	6360	ENSG00000275095
DDX52	11056	ENSG00000277594
VSTM1	284415	ENSG00000277607
TSEN34	79042	ENSG00000274129
PRY	9081	ENSG00000169789
RRN3	54700	ENSG00000278494
MRPS36	92259	ENSG00000278461
MDC1	9656	ENSG00000234012
USP9Y	8287	ENSG00000114374
USP9Y	64595	ENSG00000114374
RNF39	80352	ENSG00000206500
HCGV	80352	ENSG00000206500
HLA-F	3134	ENSG00000234487
KIR2DS4	3809	ENSG00000276634
HLA-E	3133	ENSG00000206493
RPS9	6203	ENSG00000274950
TBC1D3K	101060351	ENSG00000275153
TBC1D3K	102723859	ENSG00000275153
RING1	6015	ENSG00000228520
PRG1	8870	ENSG00000235030
IER3	8870	ENSG00000235030
OR2T4	127074	ENSG00000274870
FKBP4	63943	ENSG00000223666
FKBPL	63943	ENSG00000223666
OR2T2	401992	ENSG00000276821
OR2T1	26696	ENSG00000275244
RPS18	6222	ENSG00000227794
OR2T6	254879	ENSG00000278689
GNL1	2794	ENSG00000228581
OR2T7	81458	ENSG00000281395
OR2T3	343173	ENSG00000278377
OR2T5	401993	ENSG00000273827
TUBB	203068	ENSG00000235067
HLA-DPB1	3115	ENSG00000236693
OR14J1	442191	ENSG00000234195
AIF1	199	ENSG00000235588
OR12D3	81797	ENSG00000251394
TNF	7124	ENSG00000204490
TNF-alpha	7124	ENSG00000204490
OR2J3	442186	ENSG00000206522
HLA-A	3105	ENSG00000206505
LILRB3	11025	ENSG00000275019
LILRB3	102725035	ENSG00000275019
LILRB3	107987425	ENSG00000275019
LILRB3	107987462	ENSG00000275019
PPP1R11	6992	ENSG00000234058
LYZL6	57151	ENSG00000277042
LYZB	57151	ENSG00000277042
LY6G6C	80740	ENSG00000228859
LILRB4	11006	ENSG00000275730
RPP21	79897	ENSG00000243009
RPP21	202658	ENSG00000243009
MRPL45	84311	ENSG00000277936
TRIM40	135644	ENSG00000236399
PRY	442862	ENSG00000169807
PARN	5073	ENSG00000274829
LY6G5C	80741	ENSG00000237495
OR2B3	442184	ENSG00000233180
FAT10	10537	ENSG00000228913
UBD	10537	ENSG00000228913
OR5V1	81696	ENSG00000227137
NAPRT	93100	ENSG00000278488
HLA-DOA	3111	ENSG00000232957
TBC1D3L	729873	ENSG00000276349
TBC1D3L	101060376	ENSG00000276349
HLA-DMA	3108	ENSG00000242361
DMA	3108	ENSG00000242361
CLIC1	1192	ENSG00000230685
LY6G6F	259215	ENSG00000240957
LY6G6	259215	ENSG00000240957
EIF1AY	9086	ENSG00000198692
PAM16	51025	ENSG00000282228
OR2W1	26692	ENSG00000227639
ZNF311	282890	ENSG00000233831
AGER	177	ENSG00000230514
BPY2	9083	ENSG00000183753
ACACA	31	ENSG00000275176
CCDC166	100130274	ENSG00000278749
HLA-DRB1	3123	ENSG00000228080
ZNF707	286075	ENSG00000274352
ZNF707	101928160	ENSG00000274352
POLR1H	30834	ENSG00000235443
ZNRD1	30834	ENSG00000235443
HLA-DRA	3122	ENSG00000234794
DNAJA3	9093	ENSG00000276726
GNL1	2794	ENSG00000226882
MDC1	9656	ENSG00000225589
TRIM40	135644	ENSG00000172524
LST1	7940	ENSG00000206433
TRIM31	11074	ENSG00000224542
ABCF1	23	ENSG00000236149
EHMT2	10919	ENSG00000232045
TSPY10	100289087	ENSG00000236424
PLA2G10	8399	ENSG00000276870
TARM1	441864	ENSG00000275806
TRIM15	89870	ENSG00000235960
VSTM1	284415	ENSG00000274887
CFB	629	ENSG00000242335
CNOT3	4849	ENSG00000277600
TSPY1	7258	ENSG00000258992
GTF2H4	2968	ENSG00000226384
CDIP1	29965	ENSG00000274336
TIGD5	84948	ENSG00000278016
ZNF623	9831	ENSG00000276340
RPS9	6203	ENSG00000274646
MROH6	642475	ENSG00000277781
RBMY1D	378949	ENSG00000244395
RBMY1E	378949	ENSG00000244395
NDUFA3	4696	ENSG00000275605
OSCAR	126014	ENSG00000277088
CEP20	123811	ENSG00000276914
SCRIB	23513	ENSG00000274287
ABHD16A	7920	ENSG00000206403
RDH13	112724	ENSG00000274418
LAIR2	3904	ENSG00000274084
TFPT	29844	ENSG00000278161
LTA	4049	ENSG00000238130
KIR2DL3	3804	ENSG00000274410
NFKBIL1	4795	ENSG00000236346
LILRB4	11006	ENSG00000278555
LENG9	94059	ENSG00000273574
LILRA2	11027	ENSG00000275290
CORO7	79585	ENSG00000282725
HSFY1	159119	ENSG00000169953
MPIG6B	80739	ENSG00000230060
C6orf25	80739	ENSG00000230060
THEMIS	387357	ENSG00000275122
PDXDC1	23042	ENSG00000275498
SPR1	170680	ENSG00000232127
PSORS1C2	170680	ENSG00000232127
HLA-F	3134	ENSG00000237508
VARS1	7407	ENSG00000096171
VARS	7407	ENSG00000096171
LILRA6	79168	ENSG00000275584
ABCF1	23	ENSG00000225989
GABBR1	2550	ENSG00000232632
TTYH1	57348	ENSG00000275650
OR11A1	26531	ENSG00000206517
KDM5D	8284	ENSG00000012817
SMCY	8284	ENSG00000012817
HEL-S-277	23564	ENSG00000206395
DDAH2	23564	ENSG00000206395
SLC44A4	80736	ENSG00000235336
CEP170	9859	ENSG00000276725
CEP170	645455	ENSG00000276725
OR2H2	7932	ENSG00000227044
C6orf15	29113	ENSG00000231624
AGER	177	ENSG00000229058
TNF	7124	ENSG00000223952
TNF-alpha	7124	ENSG00000223952
PBX2	5089	ENSG00000236353
LILRA2	11027	ENSG00000274000
OR5V1	81696	ENSG00000230742
OR12D2	26529	ENSG00000227446
RPS18	6222	ENSG00000223367
OSCAR	126014	ENSG00000275736
COL11A2	1302	ENSG00000235708
AGER	177	ENSG00000231268
TRIM39	56658	ENSG00000232839
TRIM15	89870	ENSG00000137384
LILRB2	10288	ENSG00000276146
MIR cl-10	10288	ENSG00000276146
OR2J1	442185	ENSG00000235632
LENG8	114823	ENSG00000276681
MPIG6B	80739	ENSG00000231003
C6orf25	80739	ENSG00000231003
HSFY1	86614	ENSG00000172468
AKT3	10000	ENSG00000275199
TGIF2LY	90655	ENSG00000176679
RBMY1F	159163	ENSG00000169800
AIF1	199	ENSG00000206428
KIR2DL4	3805	ENSG00000274232
HSPA1A	3303	ENSG00000234475
HEL-S-103	3303	ENSG00000234475
TNXB	7148	ENSG00000231608
KIR2DL1	3802	ENSG00000278503
HLA-A	3105	ENSG00000223980
LILRA3	11026	ENSG00000275841
ABCC6	368	ENSG00000275331
GABBR1	2550	ENSG00000206511
CDY2A	9426	ENSG00000182415
CNOT3	4849	ENSG00000277114
NCR1	9437	ENSG00000275156
BPY2	442868	ENSG00000185894
SDCCAG8	10806	ENSG00000276111
DAZ4	57135	ENSG00000205916
LILRB3	11025	ENSG00000277816
LILRB3	102725035	ENSG00000277816
LILRB3	107987425	ENSG00000277816
LILRB3	107987462	ENSG00000277816
EHMT2	10919	ENSG00000224143
CDC42EP5	148170	ENSG00000278444
HEL-S-277	23564	ENSG00000227317
DDAH2	23564	ENSG00000227317
LILRA1	11024	ENSG00000275525
HLA-DQA1	3117	ENSG00000225890
C6orf136	221545	ENSG00000224120
AGPAT1	10554	ENSG00000226467
PRR3	80742	ENSG00000223766
CAT56	80742	ENSG00000223766
LILRB5	10990	ENSG00000278437
MYOHD1	80179	ENSG00000278372
MYO19	80179	ENSG00000278372
RXRB	6257	ENSG00000235712
MUC21	394263	ENSG00000223590
MPV17L	255027	ENSG00000275543
FAT10	10537	ENSG00000224654
UBD	10537	ENSG00000224654
NTAN1	123803	ENSG00000275779
GPANK1	7918	ENSG00000223932
BAT4	7918	ENSG00000223932
TARM1	441864	ENSG00000276355
HSPA1B	3304	ENSG00000231555
HEL-S-103	3304	ENSG00000231555
NOTCH4	4855	ENSG00000238196
PRRT1	80863	ENSG00000225141
PRRT1	100507547	ENSG00000225141
LILRB1	10859	ENSG00000277134
TAP2	6891	ENSG00000225967
CSNK2B	1460	ENSG00000230700
VPS52	6293	ENSG00000224455
NPIPA3	642778	ENSG00000278308
ABHD16A	7920	ENSG00000224552
BMERB1	89927	ENSG00000278823
C16orf45	89927	ENSG00000278823
POLR1H	30834	ENSG00000224859
ZNRD1	30834	ENSG00000224859
HLA-DPA1	3113	ENSG00000235844
LILRB5	10990	ENSG00000277414
CDY2A	203611	ENSG00000129873
BFAR	51283	ENSG00000275618
OR2I1P	442197	ENSG00000226896
SRY	6736	ENSG00000184895
HLA-A	3105	ENSG00000229215
RPS4Y1	6192	ENSG00000129824
LY6G5B	58496	ENSG00000239497
PRR3	80742	ENSG00000228186
CAT56	80742	ENSG00000228186
MPV17L	255027	ENSG00000282074
KIFC1	3833	ENSG00000233450
SLC39A7	7922	ENSG00000229802
ZFY	7544	ENSG00000067646
PCGF2	7703	ENSG00000278644
HLA-DPB1	3115	ENSG00000230708
NDE1	54820	ENSG00000275911
DDX3Y	8653	ENSG00000067048
PPT2	9374	ENSG00000227600
MICB	4277	ENSG00000224378
PPP1R10	5514	ENSG00000231737
MARF1	9665	ENSG00000277140
PRR3	80742	ENSG00000223887
CAT56	80742	ENSG00000223887
TNXB	7148	ENSG00000206258
MLLT6	4302	ENSG00000275851
RPP21	79897	ENSG00000242726
RPP21	202658	ENSG00000242726
LILRA5	353514	ENSG00000274113
LILRA5	353514	ENSG00000274914
HLA-DMA	3108	ENSG00000241394
DMA	3108	ENSG00000241394
OR2I1P	442197	ENSG00000223441
ZNF311	282890	ENSG00000235589
VARS1	7407	ENSG00000226589
VARS	7407	ENSG00000226589
ZNHIT3	9326	ENSG00000278574
